Date,T-48,T-47,T-46,T-45,T-44,T-43,T-42,T-41,T-40,T-39,T-38,T-37,T-36,T-35,T-34,T-33,T-32,T-31,T-30,T-29,T-28,T-27,T-26,T-25,T-24,T-23,T-22,T-21,T-20,T-19,T-18,T-17,T-16,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_std,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus2
1984-10-01,54.7637,56.4616,63.4413,69.2715,63.6341,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,5.402919123871576,0.9459000000000017,29.59155585999998,54.7212,63.3492
1984-11-01,56.4616,63.4413,69.2715,63.6341,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,5.305820405905406,1.3692999999999955,17.28308745999997,57.1673,72.6803
1984-12-01,63.4413,69.2715,63.6341,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,5.209069397714751,-2.2808999999999955,44.199292820000046,63.3492,70.8479
1985-01-01,69.2715,63.6341,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,5.076485610226165,-0.5884999999999962,125.28531482000005,72.6803,62.6166
1985-02-01,63.6341,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,4.957307891631359,4.593400000000003,90.42711697000001,70.8479,57.6106
1985-03-01,60.1027,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,5.5131077033826585,-0.6634999999999991,71.11198944999998,62.6166,55.4467
1985-04-01,54.1446,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,5.494674397086691,0.16049999999999898,92.81433568999995,57.6106,58.2228
1985-05-01,52.2484,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,5.485996678077284,0.2967999999999975,29.742499209999995,55.4467,62.7591
1985-06-01,56.4915,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,5.459725072208052,0.295499999999997,12.389194419999988,58.2228,63.3921
1985-07-01,60.622,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,5.445900770355218,2.0815999999999946,28.284748899999972,62.7591,60.7507
1985-08-01,60.6506,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,5.46126501508579,1.0324999999999989,20.978706689999978,63.3921,56.4553
1985-09-01,56.3729,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,5.485016324870621,2.6679999999999993,7.377682959999989,60.7507,58.1385
1985-10-01,54.6841,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,5.3991192533481795,1.734099999999998,25.42745511999999,56.4553,68.8758
1985-11-01,55.7249,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,5.23290848633806,0.9712000000000032,21.283623400000003,58.1385,73.4956
1985-12-01,63.4345,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,5.168130157002842,5.526599999999995,118.12277352999995,68.8758,68.1637
1986-01-01,70.6727,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,5.515278237365323,0.8152999999999935,136.63216332999994,73.4956,62.3923
1986-02-01,64.2728,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,5.646003596713095,-2.68419999999999,49.77170964999988,68.1637,57.1915
1986-03-01,59.7759,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,5.351766473966796,-0.2242999999999995,61.73821556999998,62.3923,55.9599
1986-04-01,54.109,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,5.350532841585863,-0.41910000000000025,60.35737860000009,57.1915,60.0336
1986-05-01,49.8577,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,5.381276115764478,0.5131999999999977,28.56515920000001,55.9599,65.9077
1986-06-01,52.7065,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,5.329969336391627,1.8108000000000004,18.11187025000002,60.0336,64.645
1986-07-01,56.6437,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,5.241554252497536,3.148600000000009,51.100082500000084,65.9077,61.1742
1986-08-01,57.1923,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,5.335892829767469,1.2528999999999968,36.09946210000009,64.645,57.6978
1986-09-01,54.0,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,5.363280909004197,0.4234999999999971,13.640863930000002,61.1742,59.4964
1986-10-01,51.7022,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,5.35193337471895,1.2424999999999997,24.13180959999997,57.6978,68.3302
1986-11-01,54.0655,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,5.240932740934575,1.3579000000000008,15.32031891999999,59.4964,74.0173
1986-12-01,58.7664,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,5.152846587155869,-0.5455999999999932,81.27098440000007,68.3302,70.254
1987-01-01,65.9628,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,5.102248263667423,0.5217000000000098,110.37912885000009,74.0173,65.7966
1987-02-01,59.162,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,5.19396544275716,2.090299999999999,46.50553330000002,70.254,60.3229
1987-03-01,57.314,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,5.3980318062015815,3.404299999999999,34.03084165000007,65.7966,59.0245
1987-04-01,52.9718,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,5.443090454649823,3.1313999999999993,49.82980645000007,60.3229,64.0345
1987-05-01,49.1707,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,5.210463156956398,3.0646000000000058,31.647234249999993,59.0245,69.0282
1987-06-01,51.7103,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,4.893414368964568,4.000899999999994,26.785942559999892,64.0345,70.2369
1987-07-01,57.9314,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,4.753487372701286,3.1204999999999927,50.03713968999995,69.0282,64.2987
1987-08-01,61.588,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,4.920830936493913,5.59190000000001,26.397995380000058,70.2369,60.5402
1987-09-01,57.8078,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,5.172252965765984,3.1244999999999976,36.72317493000013,64.2987,62.6219
1987-10-01,53.7753,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,5.05283223499455,2.842399999999998,49.388541490000094,60.5402,70.7671
1987-11-01,55.798,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,4.752766293842871,3.1254999999999953,18.459797139999978,62.6219,80.0833
1987-12-01,65.6301,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,4.498281092284958,2.4368999999999943,70.67775793000004,70.7671,76.3631
1988-01-01,73.2688,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,4.663993809315505,6.065999999999988,153.13586547999995,80.0833,70.4954
1988-02-01,66.2545,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,5.723480619634641,6.109099999999998,100.63147047999983,76.3631,63.4244
1988-03-01,63.2801,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,6.286136345623112,4.698800000000006,48.269791329999926,70.4954,61.5776
1988-04-01,57.4501,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,6.3495845003772144,3.1015000000000015,84.42894429000006,63.4244,67.2741
1988-05-01,55.1499,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,6.118506125658634,2.5530999999999935,53.40971124000008,61.5776,73.1676
1988-06-01,57.9273,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,61.5776,5.856194905984175,3.23960000000001,35.86078249000009,67.2741,75.9479
1988-07-01,60.6775,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,61.5776,67.2741,5.750599325933825,4.139399999999995,67.18345449999995,73.1676,67.7223
1988-08-01,62.3596,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,61.5776,67.2741,73.1676,5.920031460144213,5.7109999999999985,42.46341033999993,75.9479,63.4592
1988-09-01,58.0827,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,61.5776,67.2741,73.1676,75.9479,6.267588753321639,3.4236000000000075,75.39056345000006,67.7223,65.2706
1988-10-01,54.7212,57.1673,63.3492,72.6803,70.8479,62.6166,57.6106,55.4467,58.2228,62.7591,63.3921,60.7507,56.4553,58.1385,68.8758,73.4956,68.1637,62.3923,57.1915,55.9599,60.0336,65.9077,64.645,61.1742,57.6978,59.4964,68.3302,74.0173,70.254,65.7966,60.3229,59.0245,64.0345,69.0282,70.2369,64.2987,60.5402,62.6219,70.7671,80.0833,76.3631,70.4954,63.4244,61.5776,67.2741,73.1676,75.9479,67.7223,6.1289374426375,2.919000000000004,85.83451697000001,63.4592,74.0492
